Title,Singer,Lyric
"19금
몸매 (MOMMAE) (Feat. Ugly Duck)",박재범,I be like hold up wait a minute girl 어딜 가 너무 쳐다봐서 미안해 근데 니가 너무 섹시해서 눈을 뗄 수가 없어 보고싶어 너의 몸몸몸매 몸몸몸매 몸몸몸매 너의 몸몸몸매 몸몸몸매 니 앞에 서면 비욘세 엉덩이도 납작해 답답해 시원하게 그냥 갖다 대 구릿빛 피부의 니 허벅지는 탄탄해 택시 기사처럼 넌 쭉쭉 가고 빵빵 해 널 감상하는 게 변태 같으면 난 변태할래 진심이야 연기처럼 보이면 나는 담배 우리의 관계가 뭔지 모르지만 지금 소개받고 싶어 니 가슴에 달려있는 자매 쌍둥이 둥이 I want you to give it to me o0o0 weee Twix처럼 있고 싶어 Baby 단 둘이 부비부비 춤은 내 침대에서 추지 규칙과 휴식 없이 너한테 계속 주지 Lets shoot a movie They aint fucking with us ahh nah they aint fuckin with us This aint dj mustard this is gray on the beats Bitch its aomg we do it properly leggo I be like hold up wait a minute girl 어딜 가 너무 쳐다봐서 미안해 근데 니가 너무 섹시해서 눈을 뗄 수가 없어 보고싶어 너의 몸몸몸매 몸몸몸매 몸몸몸매 너의 몸몸몸매 몸몸몸매 목폴라를 입어도 태 나오는 몸매 목 메이네 괜히 칵테일 한 모금 더 해 멍해진 동공 내 초점은 동태 원초적 본능에 튼튼해진 내 떡매 보자마자 딱딱히 굳어 눈매가 메두사 쭉빵에 코피 터져 허리선이 펀치라인 피부는 미운 네 살 말투마저 귀여운 부산 부모님 한국 분 맞어 골반이 수입산 더우면 좀 더 벗어 바람직한 복장불량 맛이 궁금해 탐스러운 자연산 복숭아 수박 클럽 안은 이미 동물농장 넌 발정난 수컷들 다 불러모아 멕이는 사육사 이제 빠져나가자 이 마굿간에서 AOMG로 같이 온 친구들까지 다 데리고 누가 뭐래건 신경 안 쓰여 우린 우리 방식대로 Yea It don't matter I be like hold up wait a minute girl 어딜 가 너무 쳐다봐서 미안해 근데 니가 너무 섹시해서 눈을 뗄 수가 없어 보고싶어 너의 몸몸몸매 몸몸몸매 몸몸몸매 너의 몸몸몸매 몸몸몸매 Woo you so sexy Woo you so sexy You so sexy girl You so sexy girl I be like hold up wait a minute girl 어딜 가 너무 쳐다봐서 미안해 근데 니가 너무 섹시해서 눈을 뗄 수가 없어 보고싶어 너의 몸몸몸매 몸몸몸매 몸몸몸매 너의 몸몸몸매 몸몸몸매
너에게 쓰는 편지 (Feat. 린),MC몽,My life it's like song 너에게 쓰는 편지 잘 들어봐 눈 부신 태양 아래 내리 쬐는 햇빛 그 안에 사랑을 숨쉬게 하는 너와 나 너의 그 작은 마음 하나 하나가 내게 더 없이 큰 사랑의 위로가 You so beautiful 아름다운 너의 미소 난 니가 아니면 사랑에 목말라 난 니가 아니면 기쁨에 목말라 넌 어떤 누구보다 내겐 남달라 문득 너를 처음 만난 날을 기억해 힘들었던 내 삶이 지친 내 어깨를 네게 기댈 수 있게 이제 행복을 느끼고 잠시라도 너의 등 뒤에 쉴 곳을 정해준 난 너를 처음부터 사랑한거야 나 또한 너 없인 못 살아 If you go If you leave 너를 닮아 가고 나를 닮아 가는 우린 사랑하고 If you go If you leave 잠시 너를 떠났던 나를 잡아준 네게 더 감사해 My life it's like song 너에게 쓰는 두번째 편지 잘들어봐 내 마음에 사랑은 식지 않아 시간이 갈수록 더 뜨겁게 타 올라 오직 그대가 있기에 가능한 일이야 사랑에 빠져 버린 내 소중한 사람아 미소를 머금으로 당신의 그 눈빛 따사롭게 내 등을 감싸던 그 손길 널 사랑하기에 변하지 않는 진실로 오늘밤 역시 너에 대한 기대로 네게 무엇 하나 줄 수 없던 나인걸 널 위해 기도할께 단지 너의 곁에 함께 숨을 쉬는 것 널 위해 살아갈께 그것 뿐인 나의 사랑이 널 미소 짓게 해 널 더욱 사랑하게 만든 거였어 너와 나 우린 영원히 하나 If you go If you leave 너를 닮아가고 나를 닮아가는 우린 사랑하고 If you go If you leave 잠시 너를 떠났던 나를 잡아준 네게 조금 더 난 가까이 속삭여 줄께 사랑해 난 너 하나면 너무 행복해 우 just can leave it 긴긴 시간에 서로간에 너무나 진솔한 믿음이 필요해 너만을 사랑해 믿어 볼래 영원히 너만을 지켜줄께 긴긴 시간에 서로간에 너무나 진솔한 믿음이 필요해 너만을 사랑해 믿어 볼래 영원히 너만을 지켜줄께 If you go If you leave 이젠 나도 알아 너만 바라보는 그런 나를 알아 If you go If you leave 너의 뒤에 숨어서 맑은 너의 눈으로 사랑할께
I Love U Oh Thank U (Feat. 김태우 Of God),MC몽,I love U oh thank U 언제나 내 맘속엔 나는 니가 있어 나는 느낄 수 있어 니가 어디에 있던 나는 갈수 있어 그래야 이 힘든 삶을 살수 있어  I love U oh thank U 난 사랑을 몰랐어 못났어 욕심과 자만을 멈출줄 몰랐어 잘났어 항상 제멋에 나는 살았어 시작과 끝을 알수 없는 길을 걸었어  그래 결코 넌 내게 쉽지 않은 사람이야 우린 저 높은 태양처럼 식지 않는 사랑이야 수많은 별들도 우릴 축복해주는 밤이야 이제야 내가 너로 인해 변할수 있는 기회야  너로 인해 난 사랑을 알고 사랑을 믿고 너로 인해 난 믿음을 알고 꿈을 꾸고 I love U oh thank U 고마워 사랑을 배웠어 I love U oh thank U  너보다 좋은건 이 세상에 없는걸 너의 사랑 그보다 큰 선물은 없어 늘 곁에 있어준 그 하나로 충분해 I want U so I love U so thank U  때론 내 이기심에 너를 가둬둘지도 몰라 힘든 날이 많아 니가 많이 울지도 몰라 내가 못나 부족하고 모잘라 니가 견디기 힘들지도 몰라 날 떠날지 몰라  하지만 날 놓치면 결국 후회할지도 몰라 감히 어떤 누구도 우리 사이는 못 갈라 우리 같은 인연은 다시 태어나도 못 만나 너만을 지켜주며 숨 쉬게 할 수 있는 나  그래 결코 넌 내게 쉽지 않은 사람이야 우린 저 높은 태양처럼 식지 않는 사랑이야 수많은 별들도 우릴 축복해주는 밤이야 이제야 내가 너로 인해 변할수 있는 기회야  오늘도 눈을 감아 니 얼굴을 상상하고 내일도 눈을 감아 우리 미래를 그려보고 I love U oh thank U 고마워 사랑을 배웠어 I love U oh thank U 고마워  너보다 좋은건 이 세상에 없는걸 너의 사랑 그보다 큰 선물은 없어 늘 곁에 있어준 그 하나로 충분해 I want U so I love U so thank U  검은 머리 파 뿌리 될 때까지 널 사랑할께 세상이 반쪽이 되도 끝까지 널 지켜줄께 슬플때는 기대 나는 어깨가 되어줄께 아플때면 기대 나는 너의 약이 되어줄께  고마워 날 웃게해준 너의 미소가 고마워 날 일깨워준 너의 충고가 고마워 미래를 만들어준 믿음과 I love U oh thank U 고마워 고마워  너에게 약속해 변하지 않는 나를 누구보다 너에게 잘할수 있는 날 부족해 보여도 항상 웃어주는 너 I want U so I love U so thank U  그래 결코 넌 내게 쉽지 않은 사람이야 우린 저 높은 태양처럼 식지 않는 사랑이야 수많은 별들도 우릴 축복해주는 밤이야 이제야 내가 너로 인해 변할수 있는 기회야  결코 넌 내게 쉽지 않은 사람이야 우린 저 높은 태양처럼 식지 않는 사랑이야 수많은 별들도 우릴 축복해주는 밤이야 I love U oh thank U 고마워 고마워  I want U I love U thank U my baby my lady my lovely yeah -
The Time Goes On,BewhY (비와이),시간이 끊임없이 흐르지 그에 따라 난 내 발을 구르지 죽을힘으로 달려도 죽을지언정 절대로 땅에 내 무릎이 닿지 아니하게 할거야 내 무릎은 오직 주님 앞에서만 꿇을 것이고 내 눈은 언제나 보이지 않는 미래를 째려봐 그 때를 위해 내가 무엇을 해야 하나 그 해답의 첫 번째 기도 두 번째는 펜을 쥐고 세 번째는 꿈을 꿔 네 번짼 의심 없이 믿고 또 믿어 그리고 기대함으로 Just wait 그 날의 시간을 지금 가져왔다 생각하고 행동해 밑바닥 이게 나의 현주소 두려움이 배로 생겨도 절대 난 멈춘 적 없이 달리고 있는 중 다른 이들이 만들어 놓은 길이 아닌 내가 내 길을 만들어 가기에 내 미랜 희미하지만 이미 알지 내 시작점과 정반대라는 걸 세상이 할 수 없다는 걸 난 이렇게 불러 가능성 오늘도 내 빈 잔을 더 계속 채워나가 매일 밤마다 꿈에 대한 열정으로 끝없이 태워 막 날 내 시간들을 헛되게 악한 게으른 삶 안에서 보낼 때면 항상 I pray to ma God say to ma God Please raise up ma mind So I'm always on ma grind 시간을 지혜롭게 사용하며 정복해 이건 새로 만들어질 내일의 나를 위한 사명 아직 다들 몰라 내 이름 그렇기에 더 크게 외치는 중 나는 오늘도 여전히 굶주리는 태도로 자세는 낮게 눈은 항상 위로 올려 내가 나를 대표해 나왔어 목소릴 높여 내 관이 짜여지기 전까지 내 꿈들을 거머쥐고 자만하는 놈의 콧대를 눌러 They need plastic surgery 언제나 시간을 아끼라던 나의 아버지와 어머니의 말씀이 날 일으킴으로 지금의 내가 세워졌지 Tic Toc 시간 위에 나를 던져 Tic Toc 시계가 멈춰도 가는 시간 위에 Tic Toc 시간 위에 나를 던져 Tic Toc 시계가 멈춰도 가는 시간 위에 Tic Toc goes on and on and on and on and on Tic Toc goes on and on and on and on and on Tic Toc goes on and on and on and on and on Tic Toc 시계가 멈춰도 가는 시간 위에 솔직히 말해 내가 가까워 지는 건 죽음 이 곡의 시작부터 생기는 내 몸에 미세한 주름 허나 시간이 가는 건 어쩌면 이 땅에서 내 꿈을 현실로 만들어 주는 나를 위한 신의 Present But 공짜인 것은 없지 So I get ma ass up 가만히 있다가는 미래의 내가 더 멀어지겠어 내 꿈이 개꿈인 줄 알던 애들은 날 보면 여전히 놀라 너 17살 때부터 꿨던 꿈 아직 포기도 않고 있었냐 Yes ma yello That’s right 내가 맨날 책상 앞에 앉아서 랩 할 때마다 들렸던 세상의 책망 그게 지금의 나를 만들고 내 꿈을 더 자라게 했다 이제 계속해서 티 내겠어 내 이름 B e w h Y 내 믿음이 향하는 길을 따르지 마르지 않는 내 상상을 실현하기 위해 I don’t stop walkinn’ tryna keep alive ma dream I'm a B e w h Y 누구도 아닌 꿈꾸는 미래의 내가 바로 나의 wannabe 내 미래를 이미 이룬 듯 믿을 수 밖에 난 모든걸 걸었기에 내 선택은 절대로 많지 않지 Do or Die 의심 가득했던 나는 신에게 허구 헛 날 물어봤어 내가 꾸는 꿈을 내 능력으로 갚을 수 있냐고 He said 내가 다 갚을 테니 넌 한도 없이 꿈을 꾸어라 Okay ma Jehovah 밑져봐야 본전 이라 생각 안 해 그의 약속은 항상 지켜지기에 무조건 믿어 그게 내가 발자국을 남기는 유일한 원동력 신의 계획안에서 믿음만이 능력 이게 내 sloganand Tic Toc 시간 위에 나를 던져 Tic Toc 시계가 멈춰도 가는 시간 위에 Tic Toc 시간 위에 나를 던져 Tic Toc 시계가 멈춰도 가는 시간 위에 Tic Toc goes on and on and on and on and on Tic Toc goes on and on and on and on and on Tic Toc goes on and on and on and on and on Tic Toc 시간은 가지 tic toc 그 시간 속에서 기도로 나는 매일 손을 모으고 하늘로 부르짖어 의심 대신에 확신을 두려울 땐 담대함이 늘 나에게 머물도록 내가 나약한 내 자신을 의지하는 것이 아닌 아버지 당신을 의지하게 날 세우소서 나는 아직까진 너무도 미비하기에 그러나 미비한 만큼 창대 하다는 것을 믿지 언제나 지금은 먼 미래지만 오늘이 되겠지 언젠가 모든 것을 당연히 여기지 않아 내가 여태 지나온 거리 위 많은 발걸음이 나를 만들었고 하루 종일 빛나는 내 삶을 주신 주와 함께 내 한계를 부셔 버릴 그날을 아름답게 맞이 하기 위해서 바로 지금 여기에 서 있지 나는 내 삶은 바로 신이 만들 예술 작품의 Featuring 나의 불완전함을 사용하는 창조주의 Symphony 나로 인해서 쓰여지는 위대한 history 어쩌면 이 모든 건 내 이야기가 아닌 His story Tic Toc 시간 위에 나를 던져 Tic Toc 시계가 멈춰도 가는 시간 위에 Tic Toc 시간 위에 나를 던져 Tic Toc 시계가 멈춰도 가는 시간 위에 Tic Toc goes on and on and on and on and on Tic Toc goes on and on and on and on and on Tic Toc goes on and on and on and on and on Tic Toc 시계가 멈춰도 가는 시간 위에
그땐 그땐 그땐,"Supreme Team, 영준 (브라운 아이드 소울)",yeah Supreme Team Secret K Brown Eyed Soul I miss u baby 내가 잘못 했어 그 지겨운 말 억지로 널 붙잡고 흐느껴 운 날 내 진심은 닳아버렸어 그런 순간 들을 모면하는 법까지 연기일 수밖에 물론 넌 그런 나를 알고 있었기에 얼굴 붉히는 일 없이 더 이상 기회는 없을 거라고 단정하며 오히려 차분하게 날 떠났어 그땐 지쳐있었어 나의 너를 안아주기엔 자격조차 없었거든 사랑보단 안정감이 더 커서 마음만 아슬하게 걸쳐있었을 뿐 아름다운 너에게 난 상처가 되기 싫었어 나쁜 놈으로 남기 싫어서 끝내는 되돌릴 방법하나 생각 못하고 너를 그냥 보냈잖아 나를 녹여 주던 너의 그 눈물도 이젠 내 맘을 얼게하네 빛을 담고 있던 너의 그 미소도 졸린 내 눈에 가리워지네 정말 답답해 왜 이런 건지 그땐 그땐 그땐 좋았었는데 정말 비참해 내 앞의 너를 그땐 그땐 그땐 사랑했는데 깨끗이 잊는 법 상처 다 아문 척 이제는 진짜 새로운 만남 시작해도 되는 때라고 말은 한다만 내 맘 같지 않아 어차피 사랑 이란게 다 애들 장난같은 거라 말하며 날 억지로 위로해 그래 이 꼴엔 그런 구차함도 필요해 똑같은 곳에서 일하고 똑같은 침대에서 잠을 자고 예전과 다를 것 없이 지내지만 딱 한 가지가 다르지 더 그럴듯한 변명거리나 날 미치도록 몰두하게 할 일들이 뭐가 있을까 어떻게 텅비어버린 날 채울까 나를 녹여 주던 너의 그 눈물도 이젠 내 맘을 얼게하네 빛을 담고 있던 너의 그 미소도 졸린 내 눈에 가리워지네 정말 답답해 왜 이런 건지 그땐 그땐 그땐 좋았었는데 정말 비참해 너와 나 정말 그땐 그땐 그땐 사랑했는데 내가 똑바로 서있지 못하거나 불안한 모습 보인다거나 그럴 땐 누가 날 안아줄지 그땐 누가 날 안아줄지 내가 똑바로 서있지 못하거나 불안한 모습 보인다거나 그럴 땐 누가 날 안아줄지 그땐 누가 날 안아줄지 비틀비틀비틀 시간은 흐르고 빛바랜 꿈은 지워지고 빙글빙글빙글 내 맘은 겉돌고 사랑한 날은 멀어져가고 정말 답답해 왜 이런 건지 그땐그땐그땐 좋았었는데 정말 비참해 내 앞의 너를 그땐 그땐 그땐 사랑했는데 견뎌내는 것도 널 지우는 것도 후회하는 것도 변한 게 하나 없어 견뎌내는 것도 널 지우는 것도 후회하는 것도 변한 게 하나 없어 견뎌내는 것도 널 지우는 것도 후회하는 것도 변한 게 하나 없어 견뎌내는 것도 널 지우는 것도 후회하는 것도 변한 게 하나 없어
겁 (Feat. 태양),MINO (송민호),뒤돌아 봤을 때 생각보다 멀리 와있었어 난 혼자였고 문득 겁이 났지 내가 날 봤을 때 지쳐있단 사실을 몰랐었어 난 외로웠고 문득 겁이 났지 넌 잘하고 있어 헷갈릴 때면 여태 그랬던 것처럼 그냥 Go 너답게 해 너는 너를 알아 연습했잖아 한 수 천 번은 말야 좌절 한 두 번 이젠 시시해 원래 기회라는 건 인생의 위기에 넌 알잖아 다시 일어나는 법 천국여행 간다며 어서 싸 캐리어 멈추지 마라 아직 할 일 많아 뒷바라지하는 부모님의 사진봐 넌 동생들의 거울이자 가족들의 별 네가 잠을 줄여야만 그들이 편하게 숙면 야 이 병신아 티 좀 내지마 마음 단단히 먹어 알아 외롭지만 견뎌내야 돼 눈물 흘리냐 사내새끼가 뚝 그치고 다시 들어 책임감 eh 아무것도 보기 싫었을 때 억지로 눈을 부릅뜬 건 그냥 겁나서 덜컥 겁이 나서 그래 eh o 아무 말도 하기 싫었을 때 일부러 목소릴 높인 건 There is no other reason 겁이 나 난 겁이 나 입버릇처럼 말했어 언제나 나는 나를 믿어 상대는 없다며 But enemy was in my mirror 계속된 싸움에 이성을 잃었었나봐 내가 나를 죽였어 엄마도 내 눈치를 봐 대중의 관심을 받는 게 eh CCTV 속에 사는 게 eh 한곳만 죽어라 팠는데 그게 내 무덤이 될 수도 있다는 게 무서웠어 아버지 날 보고 있다면 정답을 알려줘 어른이 되기엔 난 어리고 여려 아직도 방법을 모르고 부딪히는 짓만 하기엔 너무 아프다는 걸 이제 알았어 너무 늦었나봐 무식하게 채찍질만 하기엔 아물지 않은 상처가 너무 많아 eh 아무것도 보기 싫었을 때 억지로 눈을 부릅뜬 건 그냥 겁나서 덜컥 겁이 나서 그래 eh o 아무 말도 하기 싫었을 때 일부러 목소릴 높인 건 There is no other reason 겁이 나 난 겁이 나 자꾸 겁이 나 난 모든 게 감사해 내 종교를 떠나서 6년 전부터 이 꼬맹이를 이용하려 했던 악덕 대표님들 조차 날 구원해준 지금의 회사도 이 무대를 내어준 수많은 참가자도 남자의 삶을 알려준 하늘에 계신 큰아빠도 가족 내 어깨들과 형제 같은 멤버들도 딱 오늘까지만 위로를 받고 내일부턴 겁쟁이가 아닌 성숙해진 나로 eh 아무것도 보기 싫었을 때 억지로 눈을 부릅뜬 건 그냥 겁나서 덜컥 겁이 나서 그래 eh o 아무 말도 하기 싫었을 때 일부러 목소릴 높인 건 There is no other reason 겁이 나 난 겁이 나 Can you see me now Anybody save me from this fear oh Can you hear me now woah woo
Aqua Man,빈지노 (Beenzino),어항 속에 갇힌 고기들보다 어쩌면 내가 좀 더 멍청할지 몰라 너가 먹이처럼 던진 문자 몇 통과 너의 부재중 전화는 날 헷갈리게 하지 너의 미모와 옷 입는 스타일로 미루어 보았을 때 너의 어장의 크기는 수족관의 scale 단지 너 하나 때문에 경쟁은 무척 험하고도 아득해 I wanna be your boy friend not one of your 생선 허나 너에겐 늘 누군가가 옆에 있어 이럴 때일수록 내 이미지를 위해선 그저 쏘 쿨한 척 하는 게 최선 임을 알기에 I said have a good time 그날 밤 업데이트 된 너의 페북의 담벼락엔 여전히 물고기들이 하악 하악 당연히 나도 그 중 하나 하루 종일 너란 바닷속을 항해하는 나는 아쿠아맨 헤엄 헤엄 헤엄 I'm rolling in the deep inside of you 너의 어장은 너무 캄캄해 헤엄 헤엄 헤엄 손에 꼽을 정도로 아주 가끔씩 엉뚱한 시간에 넌 내가 어딘지 묻지 어디긴 니 마음이지라는 본심을 속이며 차분하게 말했지 지금 집 심상치 않은 징조 심장은 보다 신속 혹시 모를 급만남이 꿈처럼 이루어 질 수도 있을 것 같은 느낌이 들어 지금 너의 위치가 어디든 let's bring it on girl 통장 잔고는 가까스로 위기모면 입을 옷도 이미 정했어 목걸이는 chrome hearts but you said 그런 거 아니고 please don't call me no more oh no 하루 종일 너란 바닷속을 항해하는 나는 아쿠아맨 헤엄 헤엄 헤엄 I'm rolling in the deep inside of you 너의 어장은 너무 캄캄해 헤엄 헤엄 헤엄 내 가슴은 회처럼 조각이 났지 u don't give a shit about my broken heart 헤엄 헤엄 헤엄 넌 딱 잘라 말했지 손톱깎이 같이 boy I don't give a shit about your stupid heart 헤엄 헤엄 헤엄 하루 종일 너란 바닷속을 항해하는 나는 아쿠아맨 헤엄 헤엄 헤엄 I'm rolling in the deep inside of you 너의 어장은 너무 캄캄해 헤엄 헤엄 헤엄 bitch you gotta get yo mind right 너의 얼굴과 몸이 영원할까 bitch you gotta get yo mind right 너의 얼굴과 몸이 영원할까 bitch you gotta get yo mind right 너의 얼굴과 몸이 영원할까 bitch you gotta get yo mind right 너의 얼굴과 몸이 영원할까 nah
Ballerino,리쌍,song) ali 사랑은 언제나 눈물이 돼 가슴에 남아 떠나지도 못한채 또 길을 멈추네 우리 사랑했던 그 추억만은 잊지말아요 내 맘에 영원히 남아 날 기쁘게 해줘요  hook)길 나를 위해 노래를 불러줘 그녀에게 들리게 사랑도(에헤~) 미련도(에헤~) 다 가져가라고 나를 위해 소리를 질러줘 그녀에게 전해줘 오늘도(에헤~) 내일도(에헤~) 날 찾지말라고  rap) 모든게 어색했어 너와 처음 밥을 먹을땐 밥풀이 입가에 묻을까 수저를 입에 넣을땐 신경이 쓰이고 또 함께 걸을땐 발을 맞쳐야할지 어깨를 감싸야할지 어디로 가야할지 여자는 알았어도 사랑은 잘 몰랐기에 나의 뒤에 쫓아오듯 따라오는 너를 위해 조금은 느리게 걸어주며 사랑은 시작됐지 낭만도 없고 구멍난 양말처럼 되는대로 살아와 망망대해 같던 나의 삶에 또 다른 세상을 보았어 난 너무 좋아서 온종일 웃고 다녔어  song) ali 사랑은 언제나 눈물이 돼 가슴에 남아 떠나지도 못한 채 또 길을 멈추네 우리 아름답던 그 추억 속에 함께 살아요 기억 속 그대와 함께 난 춤 출 거예요   길+개리) 음..음..음..음..음.. 너 없는 지금 모든게 꿈인지 꿈이 아닌지.. 음..음..음..음..음.. 난 지금 어딜 향해 가고 있는 건지.. 음..음..음..음..음.. 지금 이 곳이 너의 품인지 품이 아닌지.. 음..음..음..음..음.. 아픈 가슴은 왜일까..?  hook) 반복  rap) 개리 무언갈 지켜야 하는건 그것에 지쳐도 미쳐야 하는것 그래 난 너에게 미쳤었지 난 니가 원할땐 언제나 춤을 추던 발레리노 그 모습에 웃던 니 얼굴이 다 빨개지고 어둠도 환해지고 세상은 돌고 돌아도 우리는 그러지 않기로 서로에 곁에 오래 남기로 한 길로 같이 가기로 그렇게 약속했지 하지만 홀로 남아 슬픈 음악에 억지로나마 춤을 춰봐 불꺼진 놀이동산에 웃고 있는 회전목마 그처럼 죽은듯 웃으며 니가 올까 미련을 가져본다  hook) 반복
죽을 만큼 아파서 (Feat. 멜로우),MC몽,I found the way to let you leave I never really had it coming I can't be in the sight of you I want you to stay away from my heart 너의 집 앞으로 가고 있어 빨리 전화 받어 내가 아파서 죽을 것 같거든 너 못보면 내가 진짜 죽을 것 같애 전화 좀 받아줘 1분만 내 말좀 들어줘봐 잠깐만 죽을 것 같애서 난 숨도 못쉬어 나좀 살자 제발 한번만 너의 집 앞에서 네시간째 찢어지는 내 맘 넌 모른채 웃고있니 행복하니 모든 추억과 날 버린채 아프고 숨이 막히는 침묵 어느 새 내 눈물을 가려버린 빗물 머리에서 발끝까지 소름이 끼칠 듯 내 피가 솟구치는 기분 중독된것처럼 하루종일 온통 고통스런 But she's gone 바라보는 너의 시선 그리워 That's why sing this song 제발 지옥같은 여기서 날 꺼내줘 이게 꿈이라면 어서 날 깨워줘 모든것이 다 거짓말이라고 해줘 내게 말해줘 말해줘 나 살 수 있게 I found the way to let you leave I never really had it coming I can't be in the sight of you I want you to stay away from my heart Every day and night 난 술에 만취 마음이 안심하는 것도 잠시 시간이 약이면 왜 낫질 않지 이럴 순 없어 이건 사랑의 반칙 미안해 난 참 욕심이 많아 수면제도 나를 돕지를 않아 밤낮이 바껴 니 생각마다 이리저리 돌아다녀 몸부림 치나봐 하늘이 내게 내린 벌인가 아님 그리 쉽게 나를 버릴까 억지로 누군가를 사랑하며 또 살아갈까 별들 사이를 누비고 내 맘을 노래로 채우고 Don't leave let me freez 날 좀 도와줘 Help me please 제발 지옥같은 여기서 날 꺼내줘 이게 꿈이라면 어서 날 깨워줘 모든것이 다 거짓말이라고 해줘 내게 말해줘 말해줘 나 살 수 있게 I found the way to let you leave I never really had it coming I can't be in the sight of you I want you to stay away from my heart I don't want you to leave 나를 두고 가지 마 정말 끝이라고 내게 말하지 마 단 하루조차도 너 없인 살 수 없어 I want you back want you back in to my life I found the way to let you leave I never really had it coming I can't be in the sight of you I want you to stay away from my heart 하늘이 내게 내린 벌인가 아님 그리 쉽게 나를 버릴까 억지로 누군가를 사랑하며 또 살아갈까 별들 사이를 누비고 내 맘을 노래로 채우고 Don't leave let me freez 날 좀 도와줘 Help me please 죽을 때까지 기다릴거야 니가 아무리 뭐라 그래도 난 기다릴거야 내일 다시 올게 내일 다시 올게
"19금
냉탕에 상어 (Feat. 블랙넛)",수퍼비,내가 초등학교도 들어가기도 전에 매주에 평일 한 번은 아빠의 손에 잡혀서 동네 목욕탕에 갔었어 아빠의 때수건은 정말 아팠어 근데 그것보다 더 무서웠던 건 바로 다름 아닌 상어 여섯 살 때 나는 냉탕에 상어가 살 거라고 믿었다고 uh 고추가 물릴 수도 있겠다 생각했었네 근데 내 또래 꼬마애들은 내 말을 믿어주지 않았어 애석해 걔네는 잘만 놀았고 게다가 몇몇은 물안경까지 차고 와서 Play to chill 했지만 난 어딘가 숨어있을 상어에 can't see 난 그저 온탕에 있었지 뜨거운 10분이 지나고서 나면 때가 불고 날 부르는 아빠의 손짓 목욕탕 내 얼굴은 침울 침울 가면 실은 상어를 무서워하지 않았던 걔네가 속으론 부러웠던 것 같애 참 순수했었네 난 나도 놀고 싶었지 냉탕에서 냉탕에 상어가 살거라 믿었지 나도 알아 색기야 그딴 건 없지 물론 망태할범도 안 믿어 병신 상어보다 내 모습이 더 무섭지 백상아리 청상아리 난 무서워서 놀때 가만히 백상아리 청상아리 난 무서웠어 목욕탕 안이 이젠 그 어떠한 목욕탕을 가도 냉탕에 상어 따윈 조또 없단 걸 알어 이거 들으면 주엽동 거긴 가지 말어 난 탕에다 쉬하죠 또 내 요즘 소원 한 가진 투명 Skill 쓰고 여탕 들어가기 대걸레 머리 전자담배랑 마일드 세븐을 동시에 피는 멍청이 비열하게 날 unfair 먹인 걔네는 차 사고가 나길 저주해 영원히 랩퍼들을 하도 씹어대 MC 파손 죄로 힙합 감옥가면 어쩌지 뭐 어쩌긴 어쩌긴 어째 인마 폭망하고 멸망해 한국힙합 이 따위 말 밖에 못 줘 난 사악해 상어가 이제 없거든 냉탕엔 냉탕 앞에서 좁은 어깨를 펴지 내 두 다리 사이엔 겁대가리 없는 dolphin 조금 물리면 어때 난 안 물러서 안 무서워 이제 나도 너무 커서 어른이 됐어 더 이상 아냐 멍청인 동경했던 랩퍼들을 실제로 보니 랩보단 내가 먼저 느낀 건 정인처럼 다들 대가리 속엔 그저 정치 이제 좀 이해 돼 Swings 형의 말 한국힙합 그냥 정치판 내 혀는 안 갖다 박아 니 똥꼬에 니 옆에 그녀 리즈시절처럼 넌 그저 old boy 머리 굴리지 마 넌 B-boy가 아냐 rapper지 제발해 니 할 일 좀 머시론을 줄게 내게 덤비면 니들이 볼 건 피임 그것뿐일 걸 냉탕에 상어가 살거라 믿었지 나도 알아 색기야 그딴 건 없지 물론 망태할범도 안 믿어 병신 상어보다 내 모습이 더 무섭지 백상아리 청상아리 난 무서워서 놀 때 가만히 백상아리 청상아리 난 무서웠어 목욕탕 안이 백상아리 청상아리 난 무서워서 놀 때 가만히 백상아리 청상아리 난 무서웠어 목욕탕 안이
