Title,Singer,Lyric
미운 사랑,진미령,남몰래 기다리다가 가슴만 태우는 사랑 어제는 기다림에 오늘은 외로움 그리움에 적셔진 긴 세월 이렇게 살라고 인연을 맺었나 차라리 저 멀리 둘 걸 미워졌다고 갈 수 있나요 행여나 찾아 올까봐 가슴이 사랑을 잊지 못해 이별로 끝난다해도 그 끈을 놓을 순 없어 너와 난 운명인 거야 이렇게 살라고 인연을 맺었나 차라리 저 멀리 둘 걸 미워졌다고 갈 수 있나요 행여나 찾아 올까봐 가슴이 사랑을 잊지 못해 이별로 끝난다해도 그 끈을 놓을 순 없어 너와 난 운명인 거야 그 끈을 놓을 순 없어 너와 난 운명인 거야
둥지,남진,너 빈자리 채워 주고 싶어 내 인생을 전부 주고 싶어 이젠 너를 내 곁에다 앉히고 언제까지나 사랑 할까봐  우리 더 이상 방황하지마 한눈 팔지마 여기 둥지를 틀어  지난날의 아픔은 잊어버려 스쳐 지나가는 바람처럼 이제 너는 혼자가 아니잖아 사랑하는 나 있잖아  너는 그냥 가만이 있어 다 내가 해 줄께 현실일까 꿈일까 사실일까 아닐까 헷갈리고 서 있지만 우-  사랑이 뭔지 그동안 몰랐지 내 품에 둥지를 틀어봐  너 빈자리 채워 주고 싶어 내 인생을 전부 주고 싶어 이젠 너를 내 곁에다 앉히고 언제까지나 사랑 할까봐  우리 더 이상 방황하지마 한눈 팔지마 여기 둥지를 틀어  지난날의 아픔은 잊어버려 스쳐 지나가는 바람처럼 이제 너는 혼자가 아니잖아 사랑하는 나 있잖아  너는 그냥 가만이 있어 다 내가 해 줄께 현실일까 꿈일까 사실일까 아닐까 헷갈리고 서 있지만 우-  사랑이 뭔지 그동안 몰랐지 내 품에 둥지를 틀어봐  내 품에 둥지를 틀어봐-
내 나이가 어때서,오승근,야 야 야 내 나이가 어때서 사랑에 나이가 있나요 마음은 하나요 느낌도 하나요 오오 그대만이 정말 내 사랑인데 눈물이 나네요 내 나이가 어때서 사랑하기 딱 좋은 나인데 어느 날 우연히 거울 속에 비춰진 내 모습을 바라보면서 세월아 비켜라 내 나이가 어때서 사랑하기 딱 좋은 나인데 야 야 야 내 나이가 어때서 사랑에 나이가 있나요 마음은 하나요 느낌도 하나요 오오 그대만이 정말 내 사랑인데 눈물이 나네요 내 나이가 어때서 사랑하기 딱 좋은 나인데 어느 날 우연히 거울 속에 비춰진 내 모습을 바라보면서 세월아 비켜라 내 나이가 어때서 사랑하기 딱 좋은 나인데 사랑하기 딱 좋은 나인데
오라버니,금잔디,날 사랑하신다 하니 정말 그러시다니 구름타고 빛나는 하늘 훨훨 날아갑니다 날 사랑하신다 하니 정말 행복하여서 설레이다 떠는 가슴은 아픈 줄도 모른답니다 오라버니 어깨에 기대어 볼래요 커다란 가슴에 얼굴을 묻고 지금 이대로 죽어도 여한 없어요 나는 정말 여자라서 행복해요 오라버니 사랑한다 말해주세요 정신을 못 차릴거야 오라버니 목소리에 울고 웃어요 내겐 영원한 오라버니 오라버니 어깨에 기대어 볼래요 커다란 가슴에 얼굴을 묻고 지금 이대로 죽어도 여한 없어요 나는 정말 여자라서 행복해요 오라버니 사랑한다 말해주세요 정신을 못 차릴거야 오라버니 목소리에 울고 웃어요 내겐 영원한 오라버니
짠짜라,장윤정,짠짠짠) (짜라라짜짜짜) 잘가요 안녕 내 사랑 (짠짠짠)  반짝 반짝 반짝이는 밤하늘의 별을 보며 (짜라라짜짜짜) 우리 사랑 변치말자던 그 약속 잊으셨나요 (짠짠)  날 갖고 장난쳤나요 사랑이 그런건가요 이리저리로 왔다 요리조리로 갔다 아직도 헷갈리나요  짠짠짠 하게 하지 말아요 말없이 그냥 가세요 (짜라라짜짜짜) 짠짠짠 이제 울지 않아요 잘가요 안녕 내 사랑 (짠짠)  (짜라라짜짜짜) 잘가요 안녕 내사랑 (짠짠짠)  깜빡 깜빡 깜빡이는 네온싸인 불빛아래 (짜라라짜짜짜) 약속시간 지나갔어도 내 님은 오질 않네요 (짠짠)  날 갖고 장난쳤나요 사랑이 그런건가요 이리저리로 왔다 요리조리로 갔다 아직도 헷갈리나요   짠짠짠 하게 하지 말아요 말없이 그냥 가세요 (짜라라짜짜짜) 짠짠짠 이젠 울지 않아요 잘가요 안녕 내 사랑 (짠짠) 잘가요 안녕 내 사랑 (짠짠)  (짜라라짜짜짜) 잘가요 안녕 내 사랑 (짠짠짠) -
첫사랑,장윤정,그대를 처음 본 순간 내 가슴 너무 떨렸어요 그때 이미 예감했죠 사랑에 빠질 것을 그대의 몸짓 그대의 미소 다정스런 그대 목소리 나 어떡해요 숨이 멎을 것 같아 그대에게 빠져버렸어요 하루 온 종일 그대 생각 뿐이죠 내일 역시도 그리 보낼 거예요 손 내밀어 잡아주세요 이런 내 사랑 받아 주세요  그대의 몸짓 그대의 미소 다정스런 그대 목소리 나 어떡해요 숨이 멎을 것 같아 그대에게 빠져버렸어요 하루 온종일 그대 생각뿐이죠 내일 역시도 그리 보낼 거예요 손 내밀어 잡아주세요 이런 내 사랑 받아 주세요 이런 내 사랑 받아 주세요
바람의 노래,조용필,살면서 듣게될까 언젠가는 바람에 노래를 세월가면 그때는 알게될까 꽃이지는 이유를 나를 떠난 사람들과 만나게될 또 다른 사람들 스쳐가는 인연과 그리움은 어느곳으로 가는가 나의 작은 지혜로는 알수가 없네 내가 아는건 살아가는 방법뿐이야 보다 많은 실패와 고뇌의 시간이 비켜갈 수 없다는 걸 우린 깨달았네 이제 그 해답이 사랑이라면 나는 이 세상 모든 것들을 사랑하겠네  나를 떠난 사람들과 만나게될 또다른 사람들 스쳐가는 인연과 그리움은 어느 곳으로 가는가 나의 작은 지혜로는 알수가 없네 내가 아는건 살아가는 방법뿐이야 보다 많은 실패와 고뇌의 시간이 비켜갈 수 없다는 걸 우린 깨달았네 이제 그 해답이 사랑이라면 나는 이 세상 모든 것들을 사랑하겠네  보다 많은 실패와 고뇌의 시간이 비켜갈 수 없다는 걸 우린 깨달았네 이제 그 해답이 사랑이라면 나는 이 세상 모든 것들을 사랑하겠네 나는 이 세상 모든 것들을 사랑하겠네 이 세상 모든것들을 사랑하겠네
백만송이 장미,심수봉,먼엣날 어느별에서 내다시 세상에 나올때 사랑을 주고 오라는 작은 음성 하나 들었지 사랑할때만 피는꽃 백만송이 피어 보래는 진실한 사랑할때만 피어나는 사랑의 장미  미워하는 미워하는 미워하는 마음없이 아낌없이 아낌없이 사랑을 주기만 할때 수백만송이 백만송이 백만송이 꽃은 피고 그립고 아름다운 내별나라로 갈수 있다네  진실한 사랑은 뭔가 괴로운 눈물 흘렸네 헤어져간사람 많았던 너무나 슬픈 세상 이었기에 수많은 세월 흐른뒤 자기의 생명까지 모두다준 비처럼 홀연이 나타난 그런 사랑 나는 알았네  미워하는 미워하는 미워하는 마음없이 아낌없이 아낌없이 사랑을 주기만 할때 수백만송이 백만송이 백만송이 꽃은 피고 그립고 아름다운 내별나라로 갈수 있다네  이제는 모두가 떠날지라도 그러나 사랑은 계속 될거야 저별에서 나를 찾아온 그토록 기다리던 이인데 그대와 나함께 하면 더욱더 많은 꽃을 피우고 하나가 되는 우리는 영원한 저별로 돌아가리라  미워하는 미워하는 미워하는 마음없이 아낌없이 아낌없이 사랑을 주기만 할때 수백만송이 백만송이 백만송이 꽃은 피고 그립고 아름다운 내별나라로 갈수 있다네
보약같은 친구,진시몬,같이 가세 같이 가세 보약같은 친구 같이 가세 같이 가세 아침에 눈을 뜨면 제일 먼저 생각나는 자네는 좋은 친구야 보약같은 친구 피한방울 섞이지 않은 우리 두사람 전생에 인연일거야 자식보다 자네가 좋고 돈보다 자네가 좋아 자네와 난 보약같은 친구야 아아아 사는날까지 같이 가세 보약같은 친구야 같이 가세 같이 가세 보약같은 친구 같이 가세 같이 가세 사랑도 해봤고 이별도 해봤지 사는거 별거 없더라 보약같은 친구 언제갈지 모르는 인생 우리 둘이서 웃으며 살아가보자 자식보다 자네가 좋고 돈보다 자네가 좋아 자네와 난 보약같은 친구야 아아아 사는날까지 같이 가세 보약같은 친구야 자식보다 자네가 좋고 돈보다 자네가 좋아 자네와 난 보약같은 친구야 아아아 사는날까지 같이 가세 보약같은 친구야 같이 가세 보약같은 친구야 보약같은 친구 친구
단발머리,조용필,그 언젠가 나를 위해 꽃다발을 전해주던 그 소녀 오늘따라 왜 이렇게 그 소녀가 보고싶을까 비에 젖은 풀잎처럼 단발머리 곱게 빗은 그소녀 반짝이는 눈망울이 내 마음에 되살아 나네 내마음 외로워질때면 그날을 생각하고 그날이 그리워질때면 꿈길을 헤매는데 못잊을 그리움 남기고 그소녀 데려간 세월이 미워라 그 언젠가 나를 위해 꽃다발을 전해주던 그 소녀 오늘따라 왜 이렇게 그 소녀가 보고싶을까 비에 젖은 풀잎처럼 단발머리 곱게 빗은 그소녀 반짝이는 눈망울이 내 마음에 되살아 나네 내마음 외로워질때면 그날을 생각하고 그날이 그리워질때면 꿈길을 헤매는데 못잊을 그리움 남기고 그소녀 데려간 세월이 미워라 그 언젠가 나를 위해 꽃다발을 전해주던 그 소녀 오늘따라 왜 이렇게 그 소녀가 보고싶을까 비에 젖은 풀잎처럼 단발머리 곱게 빗은 그소녀 반짝이는 눈망울이 내 마음에 되살아 나네 그 언젠가 나를 위해 꽃다발을 전해주던 그 소녀
사랑찾아 인생찾아,조항조,라라랄라 라라라라 랄라 라라라라 라라라랄라 사랑찾아 인생을 찾아 하루종일 숨이차게 뛰어다닌다 서울 하늘 하늘 아래서 내 꿈도 가까이 온다 사랑도 있고 우정도 있고 하늘 아래 살고 있고 저마다 다른 인생속에 또 하루를 바쁘게 산다 우리 인생 살다보면 힘든 날도 수없이 찾아오지만 사랑 하나 그 사랑 하나 찾으려고 몸부림치네 사랑찾아 인생을 찾아 하루종일 숨이차게 뛰어다닌다 서울 하늘 하늘 아래서 내 꿈도 가까이 온다 사랑을 알고 우정도 알고 정하나로 살고 있고 저마다 값진 인생속에 또 하루를 바쁘게 산다 우리 인생 살다보면 힘든 날도 수없이 찾아오지만 오늘보다 더 멋진 인생 찾기위해 몸부림치네 사랑 찾아 인생을 찾아 하루종일 숨이 차게 뛰어다닌다 서울 하늘 하늘 아래서 내 꿈도 가까이 온다 사랑찾아 인생을 찾아 지친 가슴 끌어안고 뛰어다닌다 서울 하늘 하늘 아래서 내 꿈도 가까이 온다
거짓말,조항조,사랑했다는 그 말도 거짓말 돌아온다던 그 말도 거짓말 세상의 모든 거짓말 다 해놓고 행여 나를 찾아와 있을 너의 그 마음도 다칠까 너의 자리를 난 또 비워둔다 이젠 더 이상 속아선 안되지 이젠 더 이상 믿어선 안되지 하지만 그게 말처럼 쉽지 않아 다시 한번만 더 나 너를 다시 한번만 더 너에게 나를 사랑할 기횔 주어본다 어떤 사랑으로 나의 용서에 답하련지 또 잠시 날 사랑하다 떠날 건지 마치 처음 날 사랑하듯 가슴 뜨겁게 와 있지만 난 왠지 그 사랑이 두려워 오직 나만을 위한 그 약속과 내 곁에서 날 지켜준다는 말 이번만큼은 제발 변치않길 어떤 사랑으로 나의 용서에 답하련지 또 잠시 날 사랑하다 떠날 건지 마치 처음 날 사랑하듯 가슴 뜨겁게 와 있지만 난 왠지 그 사랑이 두려워 오직 나만을 위한 그 약속과 내 곁에서 날 지켜준다는 말 이번만큼은 제발 변치않길 오직 나만을 위한 그 약속과 내 곁에서 날 지켜준다는 말 이번만큼은 제발 변치않길
올래,장윤정,올래 올래 올래 올래 올래 올래  올래 올래 살랑 살랑 불어오는 바람타고 왔나요 살랑 살랑 내 맘을 흔들흔들 흔들리게 해놓고 알고도 알고도 알고도 모른척 한다면 너무나 얄미운 당신 올래 올래 올래 올래 올래 튕기지 말고 내게 다가올래 니 맘에 들었다면 날 한번쯤 안아 봐도 괜찮아 올래 올래 올래 올래 올래 멋지게 후끈하게 다가올래 살며시 입 맞춰도 난 모른 척 눈감아 줄게 올래 올래  올래 올래 힐끔힐끔 바라보는 그대눈빛 알지만 힐끔힐끔 모른 척 돌아서면 애가타서 어쩌나 하지만 하지만 하지만 후회는 안 해요 내 맘에 쏙 드는 당신 올래 올래 올래 올래 올래 튕기지 말고 내게 다가올래 니 맘에 들었다면 날 한번쯤 안아 봐도 괜찮아 올래 올래 올래 올래 올래 멋지게 후끈하게 다가올래 살며시 입 맞춰도 난 모른 척 눈감아 줄게 올래 올래 올래 올래 올래 올래 올래 올래 올래 올래 올래 튕기지 말고 내게 다가올래 니 맘에 들었다면 날 한번쯤 안아 봐도 괜찮아 올래 올래 올래 올래 올래 멋지게 후끈하게 다가올래 살며시 입 맞춰도 난 모른 척 눈감아 줄게 올래 올래 올래 올래 오 올래 오 올래 올래
사랑을 위하여,김종환,이른 아침에 잠에서 깨어 너를 바라볼 수 있다면 물안개 피는 강가에 서서 작은 미소로 너를 부르리 하루를 살아도 행복할 수 있다면 나는 그 길을 택하고 싶다 세상이 우리를 힘들게 하여도 우리들은 변하지 않아 너를 사랑하기에 저 하늘 끝에 마지막 남은 진실 하나로 오래 두어도 진정 변하지 않는 사랑으로 남게 해주오 내가 아플 때보다 네가 아파할 때가 내 가슴을 철들게 했고 너의 사랑 앞에 나는 옷을 벗었다 거짓의 옷을 벗어버렸다 너를 사랑하기에 저 하늘 끝에 마지막 남은 진실하나로 오래 두어도 진정 변하지 않는 사랑으로 남게 해주오 너를 사랑하기에 저 하늘 끝에 마지막 남은 진실 하나로 오래 두어도 진정 변하지 않는 사랑으로 남게 해주오 사랑으로 남게 해주오
어부바,장윤정,어부바 부리 부비바 내 사랑 나의 어부바 어부바 부리 부비바 사랑해요 어부바 미운 다섯살 애기같아요 정말로 장난아니죠 나만 보면 뭐가 좋은지 떨어져선 살수 없대요 살수 없대 안아 달라고 업어 달라고 툭하면 떼쓰곤 해요 철은 없어도 착한 내 사랑 내게 와요 내 사랑 어부바 가끔씩 애교스런 닭살 멘트로 웃게하는 센스도 있고 소풍가는 애처럼 도시락 들고 점심도 함께 하재요 어부바 부리 부비바 내 사랑 나의 어부바 어부바 부리 부비바 사랑해요 어부바  어부바 부리 부비바 내 사랑 나의 어부바 어부바 부리 부비바 사랑해요 어부바 미운 일곱살 닮았어요 이사람 특히 그래요 나를 만나면 뭐가 신난지 끝없이 장난만 쳐요 장난만 쳐 같이 있자고 놀아 달라고 툭하면 떼쓰곤 해요 얼래 보아도 달래 보아도 철이 없는 내 사랑 어부바 가끔씩 애교스런 닭살 멘트로 웃게하는 센스도 있고 햇살 좋은 날에는 김밥을 들고 공원에 놀러 가재요 어부바 부리 부비바 내 사랑 나의 어부바 어부바 부리 부비바 사랑해요 어부바 사랑해요 어부바 어부바
"이따, 이따요",장윤정,가끔은 짧은 치마를 입고 가끔은 짙은 화장을 하면 아주 낯선 시선들이 하나둘 다가 와요 여자니 미소한번 건네고 여자니 한번쯤은 튕기고 마지못해 대답해 주면 어느새 내게로와 안돼 안돼 좀 이따이따 이따요 그래 그래 더 이따이따 이따요 우린 아직 모르는게 너무나 많아요 안돼 안돼 더 다가오지 마세요 그래 그래 더 조그만더 천천히 정말 나를 원한다면 아껴주세요  처음엔 달콤한 말 뿐이죠 이래도 저래도 다 좋데요 남자들은 똑 같아요 조금만 천천히요 오늘은 손만 잡아 줄래요 입술은 나중에 허락할래 나의 마음까지 안아줄 그런 남자를 원해 안돼 안돼 좀 이따이따 이따요 그래 그래 더 이따이따 이따요 여자 맘을 몰라주는 남자는 싫어요 안돼 안돼 오늘은 여기까지만 그래 그래 너무 서두르지 마요 정말 나를 원한다면 아껴주세요  안돼 안돼 좀 이따이따 이따요 그래 그래 더 이따이따 이따요 여자 맘을 몰라주는 남자는 싫어요 안돼 안돼 오늘은 여기까지만 그래 그래 너무 서두르지 마요 정말 나를 원한다면 아 아 아 껴주세요
"날 봐, 귀순",대성,날 봐 날 봐 귀순 날 봐 날 봐 귀순 날 봐 날 봐 지금 당장 날 봐요 날 봐 날 봐 귀순 날 봐 날 봐 귀순 날 봐 날 봐 날 봐요 여보 당신 애기 뭐라 불러드릴까 내 님은 지금 무얼 하고 있을까 밥은 먹었을까 잠은 잘 잤을까 하루 왠 종일 우리 공주님 생각 뿐 가슴이 콩닥콩닥콩닥 사랑을 속닥속닥속닥 자기야 날 봐 어딜 봐 날 봐 내 정열을 그대에게 다 바치리 날 봐 날 봐 귀순 날 봐 날 봐 귀순 날 봐 날 봐 지금 당장 날 봐요 날 봐 날 봐 귀순 날 봐 날 봐 귀순 날 봐 날 봐 날 봐요  그대도 나를 떠올리고 있을까 하늘같은 서방님 기다렸을까 이런저런 행복한 고민 속에 하루가 또 흐르지요 눈물이 주루루루루루루룩 콧물이 후루루루루루루룩 배가 또 살랑살랑 간질간질 아 설레이는 그대 만의 향기여 날 봐 날 봐 귀순 날 봐 날 봐 귀순 날 봐 날 봐 지금 당장 날 봐요 날 봐 날 봐 귀순 날 봐 날 봐 귀순 날 봐 날 봐 날 봐요 너무 예뻐 정말 귀여워 yo so sexy 앙 깨물어 주고 싶어 한 평생 다가도록 당신과 살고 싶어 내 청춘을 oh baby 날 봐 잘 봐 이 몸 짓을 날 봐 날 봐 귀순 날 봐 날 봐 귀순 날 봐 날 봐 지금 당장 날 봐요 날 봐 날 봐 귀순 날 봐 날 봐 귀순 날 봐 날 봐 날 봐요 귀순아
당돌한 여자,서주경,일부러 안웃는 거 맞죠 나에게만 차가운 거 맞죠 알아요 그대 마음을 내게 빠질까봐 두려운거죠 그대는 그게 매력이예요 관심없는 듯한 말투 눈빛 하지만 그대 시선을 나는 안보고도 느낄수 있죠 집으로 들어가는 길인가요 그대의 어깨가 무거워보여 이런 나 당돌한가요 술 한잔 사주실래요 야이 야이 야이 야이 날봐요 우리 마음 속이지는 말아요 날 기다렸다고 먼저 얘기하면 손해라도 보나요 야이 야이 야이 야이 말해요 그대 여자 되달라고 말해요 난 이미 오래전 그대 여자이고 싶었어요  애인이 없다는 거 맞죠 혹시 숨겨둔 건 아니겠죠 믿어요 그대의 말을 행여 있다해도 양보는 싫어 그대는 그게 맘에 들어 여자 많을 듯한 겉 모습에 사실은 아무에게나 마음 주지 않는 그런 남자죠 집으로 들어가는 길인가요 그대의 어깨가 무거워 보여 이런 나 당돌한가요 술 한잔 사주실래요 야이 야이 야이 야이 날봐요 우리 마음 속이지는 말아요 날 기다렸다고 먼저 얘기하면 손해라도 보나요 야이 야이 야이 야이 말해요 그대 여자 되달라고 말해요 난 이미 오래전 그대 여자이고 싶었어요
